OID_,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OPTPer1000,Field2,LogDist,Field,HispDoub,BelowPovDo,AgeDoub,PovDoub,GEOID_1,Total_count,Optometry_count,Ophthalmology_count,Others_count,NAMESLAD,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured,index,TRACTCE_1,POPULATION_x,Clean_Zip,Full_Address,Optometry,Distances,BlackPerc,AsianPerc,Median_Age,HispPerc,PercVisionDisab,BelowPovertyPerc,Field1,STATEFP_1,COUNTYFP_1,TRACTCE_12,GEOID_12,NAME_1,NAMELSAD_1,MTFCC_1,FUNCSTAT_1,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,Areas,Score,OtherScore,Area
427,17,031,292200,17031292200,2922,Census Tract 2922,G5020,S,394160.000000000000000,0.000000000000000,+41.8566665,-087.7157306,0.002039428959890,427,6.551185518080000,0,4.600000000000000,2.845140000000000,11.400000000000000,33.399999999999999,17031292200.000000000000000,10,6,2,2,Census Tract 2922,2942,4.590000000000000,32192,55160,16.800000000000001,21.300000000000001,87.000000000000000,2907,292200,2942,60623,3860 W OGDEN AVE  CHICAGO IL 60623,TRUE,700.070000000000050,85.829999999999998,0.170000000000000,35.9,4.6,2.84514,33.4,1977,17,31,292200,17031292200.000000000000000,2922.000000000000000,Census Tract 2922,G5020,S,394160,0.000000000000000,41.856666500000003,-87.715730600000001,394161.274600000004284,182.638045799999986,35.246928189999998,394161.274600000004284
428,17,031,292400,17031292400,2924,Census Tract 2924,G5020,S,330658.000000000000000,0.000000000000000,+41.8552397,-087.7223992,0.002939735423810,428,5.863158213490000,0,4.000000000000000,2.546340000000000,3.300000000000000,21.500000000000000,17031292400.000000000000000,10,6,2,2,Census Tract 2924,2041,2.400000000000000,44801,91688,13.900000000000000,20.100000000000001,88.299999999999997,2908,292400,2041,60623,3860 W OGDEN AVE  CHICAGO IL 60623,TRUE,351.829999999999984,88.579999999999998,0.050000000000000,37.9,4,2.54634,21.5,1978,17,31,292400,17031292400.000000000000000,2924.000000000000000,Census Tract 2924,G5020,S,330658,0.000000000000000,41.855239699999998,-87.722399199999998,330658.775699999998324,166.510146399999996,34.973602169999999,330658.775699999998324
429,17,031,292500,17031292500,2925,Census Tract 2925,G5020,S,982499.000000000000000,0.000000000000000,+41.8551613,-087.7322428,0.001478925314270,429,6.455033798510000,0,7.000000000000000,2.803390000000000,7.500000000000000,26.699999999999999,17031292500.000000000000000,10,6,2,2,Census Tract 2925,4057,1.920000000000000,46847,49022,25.000000000000000,11.199999999999999,78.299999999999997,2909,292500,4057,60623,3860 W OGDEN AVE  CHICAGO IL 60623,TRUE,635.899999999999977,88.560000000000002,0.170000000000000,33,7,2.80339,26.7,1979,17,31,292500,17031292500.000000000000000,2925.000000000000000,Census Tract 2925,G5020,S,982499,0.000000000000000,41.855161299999999,-87.732242799999995,982501.023300000000745,167.412366899999995,36.110926820000003,982501.023300000000745
430,17,031,271800,17031271800,2718,Census Tract 2718,G5020,S,205986.000000000000000,0.000000000000000,+41.8714964,-087.6984897,0.015368852459000,430,7.171446677030000,0,4.900000000000000,3.114520000000000,6.100000000000000,1.400000000000000,17031271800.000000000000000,93,15,77,1,Census Tract 2718,976,2.050000000000000,50441,63555,23.199999999999999,9.400000000000000,87.500000000000000,2817,271800,976,60612,3001 W WASHINGTON BLVD UNIT #3 CHICAGO IL 60612,TRUE,1301.730000000000018,90.060000000000002,0.720000000000000,35.3,4.9,3.11452,1.4,1989,17,31,271800,17031271800.000000000000000,2718.000000000000000,Census Tract 2718,G5020,S,205986,0.000000000000000,41.871496399999998,-87.698489699999996,205983.653800000000047,337.553078900000003,63.314770060000001,205983.653800000000047
431,17,031,280100,17031280100,2801,Census Tract 2801,G5020,S,581716.000000000000000,29634.000000000000000,+41.8854520,-087.6434977,0.001212774558680,431,5.182009524760000,0,0.700000000000000,2.250520000000000,6.000000000000000,4.900000000000000,17031280100.000000000000000,15,9,6,0,Census Tract 2801,7421,72.230000000000004,131742,188856,92.599999999999994,0.500000000000000,97.799999999999997,2891,280100,7421,60661,310 N DESPLAINES ST UNIT A  CHICAGO IL 60661,TRUE,178.039999999999992,5.000000000000000,14.150000000000000,32.5,0.7,2.25052,4.9,1990,17,31,280100,17031280100.000000000000000,2801.000000000000000,Census Tract 2801,G5020,S,581716,29634.000000000000000,41.885452000000001,-87.643497699999998,611354.150600000051782,370.058902499999988,71.917229780000000,611354.150600000051782
432,17,031,280400,17031280400,2804,Census Tract 2804,G5020,S,502194.000000000000000,0.000000000000000,+41.8860094,-087.6718846,0.031681559707600,432,6.839726371230000,0,0.000000000000000,2.970460000000000,4.700000000000000,28.000000000000000,17031280400.000000000000000,120,39,80,1,Census Tract 2804,1231,8.289999999999999,65972,88088,27.600000000000001,18.399999999999999,96.400000000000006,2892,280400,1231,60612,2240 W MADISON ST UNIT 201 CHICAGO IL 60612,TRUE,934.230000000000018,81.230000000000004,3.490000000000000,35.4,0,2.97046,28.0,1991,17,31,280400,17031280400.000000000000000,2804.000000000000000,Census Tract 2804,G5020,S,502194,0.000000000000000,41.886009399999999,-87.671884599999998,502193.822600000014063,327.736506700000007,62.173081830000001,502193.822600000014063
433,17,031,300600,17031300600,3006,Census Tract 3006,G5020,S,328182.000000000000000,0.000000000000000,+41.8479904,-087.7173343,0.001844451275750,433,5.969964522620000,0,5.100000000000000,2.592720000000000,84.099999999999994,20.800000000000001,17031300600.000000000000000,10,6,2,2,Census Tract 3006,3253,10.420000000000000,46839,56486,5.400000000000000,41.600000000000001,75.700000000000003,2944,300600,3253,60623,3624 W 26TH ST  CHICAGO IL 60623,TRUE,391.490000000000009,13.430000000000000,0.430000000000000,32.6,5.1,2.59272,20.8,1992,17,31,300600,17031300600.000000000000000,3006.000000000000000,Census Tract 3006,G5020,S,328182,0.000000000000000,41.847990400000000,-87.717334300000005,328181.170800000021700,142.648227899999995,27.462917010000002,328181.170800000021700
434,17,031,300700,17031300700,3007,Census Tract 3007,G5020,S,329127.000000000000000,0.000000000000000,+41.8480720,-087.7124504,0.001250521050440,434,6.153469679450000,0,3.400000000000000,2.672420000000000,95.900000000000006,12.800000000000001,17031300700.000000000000000,10,6,2,2,Census Tract 3007,4798,14.090000000000000,43801,53025,15.600000000000000,41.600000000000001,71.299999999999997,2945,300700,4798,60623,3624 W 26TH ST  CHICAGO IL 60623,TRUE,470.350000000000023,3.250000000000000,0.350000000000000,31.6,3.4,2.67242,12.8,1993,17,31,300700,17031300700.000000000000000,3007.000000000000000,Census Tract 3007,G5020,S,329127,0.000000000000000,41.848072000000002,-87.712450399999994,329126.702600000018720,148.802146800000003,26.677253440000001,329126.702600000018720
435,17,031,301100,17031301100,3011,Census Tract 3011,G5020,S,211425.000000000000000,0.000000000000000,+41.8470290,-087.6979734,0.012483857081400,435,7.269854611290000,0,0.400000000000000,3.157260000000000,85.400000000000006,10.900000000000000,17031301100.000000000000000,33,29,2,2,Census Tract 3011,2323,18.210000000000001,34315,43911,10.800000000000001,51.500000000000000,69.700000000000003,2948,301100,2323,60623,3624 W 26TH ST  CHICAGO IL 60623,TRUE,1436.339999999999918,5.040000000000000,0.560000000000000,35.6,0.4,3.15726,10.9,1994,17,31,301100,17031301100.000000000000000,3011.000000000000000,Census Tract 3011,G5020,S,211425,0.000000000000000,41.847028999999999,-87.697973399999995,211424.499699999985751,171.158026199999995,29.869210960000000,211424.499699999985751
436,17,031,301200,17031301200,3012,Census Tract 3012,G5020,S,482205.000000000000000,0.000000000000000,+41.8484171,-087.6914771,0.005627599706390,436,7.134306058300000,0,2.800000000000000,3.098390000000000,76.299999999999997,28.000000000000000,17031301200.000000000000000,23,23,0,0,Census Tract 3012,4087,17.010000000000002,38319,64855,12.100000000000000,32.399999999999999,86.900000000000006,2928,301200,4087,60608,2036 W 22ND PL  CHICAGO IL 60608,TRUE,1254.269999999999982,11.789999999999999,0.640000000000000,29.1,2.8,3.09839,28.0,1995,17,31,301200,17031301200.000000000000000,3012.000000000000000,Census Tract 3012,G5020,S,482205,0.000000000000000,41.848417099999999,-87.691477100000000,482201.374200000020210,188.316648799999996,32.159392349999997,482201.374200000020210
437,17,031,480500,17031480500,4805,Census Tract 4805,G5020,S,1363482.000000000000000,0.000000000000000,+41.7276001,-087.5590911,0.000334896182184,437,7.835167385280000,0,0.000000000000000,3.402770000000000,15.600000000000000,19.899999999999999,17031480500.000000000000000,1,1,0,0,Census Tract 4805,2986,3.990000000000000,48875,75215,24.800000000000001,7.900000000000000,93.400000000000006,3132,480500,2986,60619,1401 E 87TH ST  CHICAGO IL 60619,TRUE,2527.960000000000036,81.980000000000004,0.300000000000000,48.3,0,3.40277,19.9,1996,17,31,480500,17031480500.000000000000000,4805.000000000000000,Census Tract 4805,G5020,S,1363482,0.000000000000000,41.727600099999997,-87.559091100000003,1363484.509000000078231,33.020404280000001,10.405308399999999,1363484.509000000078231
438,17,031,490500,17031490500,4905,Census Tract 4905,G5020,S,1424111.000000000000000,0.000000000000000,+41.7179309,-087.6131964,0.002506265664160,438,7.888139790490000,0,1.800000000000000,3.425780000000000,1.100000000000000,13.699999999999999,17031490500.000000000000000,8,5,3,0,Census Tract 4905,1995,1.500000000000000,65179,79169,37.899999999999999,7.900000000000000,89.200000000000003,3109,490500,1995,60619,8541 S COTTAGE GROVE AVE  CHICAGO IL 60619,TRUE,2665.480000000000018,93.280000000000001,0.300000000000000,45.1,1.8,3.42578,13.7,1997,17,31,490500,17031490500.000000000000000,4905.000000000000000,Census Tract 4905,G5020,S,1424111,0.000000000000000,41.717930899999999,-87.613196400000007,1424110.581999999936670,37.593569610000003,10.523844800000001,1424110.581999999936670
439,17,031,520200,17031520200,5202,Census Tract 5202,G5020,S,1108055.000000000000000,109644.000000000000000,+41.7123087,-087.5406913,0.000299580587178,439,7.257971748000000,0,1.800000000000000,3.152100000000000,80.500000000000000,24.300000000000001,17031520200.000000000000000,1,1,0,0,Census Tract 5202,3338,19.350000000000001,53432,60924,12.400000000000000,26.800000000000001,82.200000000000003,3139,520200,3338,60617,10527 S AVENUE F  CHICAGO IL 60617,TRUE,1419.369999999999891,12.520000000000000,0.240000000000000,32,1.8,3.1521,24.3,2018,17,31,520200,17031520200.000000000000000,5202.000000000000000,Census Tract 5202,G5020,S,1108055,109644.000000000000000,41.712308700000001,-87.540691300000006,1217698.276000000070781,11.724476770000001,6.188699037000000,1217698.276000000070781
440,17,031,520300,17031520300,5203,Census Tract 5203,G5020,S,958354.000000000000000,0.000000000000000,+41.7011139,-087.5395629,0.000176211453744,440,6.619846711150000,0,3.500000000000000,2.874960000000000,88.000000000000000,16.800000000000001,17031520300.000000000000000,1,1,0,0,Census Tract 5203,5675,23.239999999999998,46471,57868,12.900000000000000,29.300000000000001,83.799999999999997,3140,520300,5675,60617,10527 S AVENUE F  CHICAGO IL 60617,TRUE,749.830000000000041,3.120000000000000,0.300000000000000,34.5,3.5,2.87496,16.8,2019,17,31,520300,17031520300.000000000000000,5203.000000000000000,Census Tract 5203,G5020,S,958354,0.000000000000000,41.701113900000003,-87.539562900000007,958351.505200000014156,6.784284440000000,5.074719913000000,958351.505200000014156
441,17,031,520400,17031520400,5204,Census Tract 5204,G5020,S,725278.000000000000000,0.000000000000000,+41.7030080,-087.5307029,0.000246609124538,441,4.599453301600000,0,1.500000000000000,1.997520000000000,87.700000000000003,25.899999999999999,17031520400.000000000000000,1,1,0,0,Census Tract 5204,4055,23.399999999999999,44206,67691,11.900000000000000,18.199999999999999,88.700000000000003,3141,520400,4055,60617,10527 S AVENUE F  CHICAGO IL 60617,TRUE,99.430000000000007,3.080000000000000,0.250000000000000,34.5,1.5,1.99752,25.9,2020,17,31,520400,17031520400.000000000000000,5204.000000000000000,Census Tract 5204,G5020,S,725278,0.000000000000000,41.703007999999997,-87.530702899999994,725276.901599999982864,8.399413855000001,6.149277918000000,725276.901599999982864
442,17,031,520500,17031520500,5205,Census Tract 5205,G5020,S,1050138.000000000000000,0.000000000000000,+41.6931158,-087.5308719,0.000226244343891,442,7.119219680160000,0,1.000000000000000,3.091840000000000,78.299999999999997,6.500000000000000,17031520500.000000000000000,1,1,0,0,Census Tract 5205,4420,34.030000000000001,73333,94143,15.199999999999999,25.100000000000001,94.700000000000003,3142,520500,4420,60617,10527 S AVENUE F  CHICAGO IL 60617,TRUE,1235.490000000000009,2.900000000000000,0.520000000000000,34.6,1,3.09184,6.5,2021,17,31,520500,17031520500.000000000000000,5205.000000000000000,Census Tract 5205,G5020,S,1050138,0.000000000000000,41.693115800000001,-87.530871899999994,1050136.007999999914318,4.733652702000000,4.516099841000000,1050136.007999999914318
443,17,031,520600,17031520600,5206,Census Tract 5206,G5020,S,1089377.000000000000000,0.000000000000000,+41.6895204,-087.5404000,0.000395256916996,443,7.374461042490000,0,0.800000000000000,3.202690000000000,86.700000000000003,9.500000000000000,17031520600.000000000000000,1,1,0,0,Census Tract 5206,2530,28.930000000000000,81742,81376,8.900000000000000,22.699999999999999,97.799999999999997,3143,520600,2530,60617,10527 S AVENUE F  CHICAGO IL 60617,TRUE,1594.730000000000018,2.770000000000000,0.200000000000000,32.8,0.8,3.20269,9.5,2022,17,31,520600,17031520600.000000000000000,5206.000000000000000,Census Tract 5206,G5020,S,1089377,0.000000000000000,41.689520399999999,-87.540400000000005,1089376.926999999908730,2.048398811000000,1.899362667000000,1089376.926999999908730
444,17,031,660500,17031660500,6605,Census Tract 6605,G5020,S,657188.000000000000000,0.000000000000000,+41.7752461,-087.7079271,0.001595850787950,444,5.970436909580000,0,3.800000000000000,2.592930000000000,89.599999999999994,17.300000000000001,17031660500.000000000000000,9,8,1,0,Census Tract 6605,5013,18.850000000000001,35242,51027,7.000000000000000,27.399999999999999,79.400000000000006,3274,660500,5013,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,391.680000000000007,8.300000000000001,0.400000000000000,33.2,3.8,2.59293,17.3,2023,17,31,660500,17031660500.000000000000000,6605.000000000000000,Census Tract 6605,G5020,S,657188,0.000000000000000,41.775246099999997,-87.707927100000006,657182.852199999964796,37.210153699999999,9.767401080999999,657182.852199999964796
445,17,031,660600,17031660600,6606,Census Tract 6606,G5020,S,658608.000000000000000,0.000000000000000,+41.7772873,-087.6933406,0.001249219237980,445,6.591052601150000,0,1.400000000000000,2.862460000000000,59.899999999999999,29.199999999999999,17031660600.000000000000000,9,8,1,0,Census Tract 6606,6404,10.340000000000000,29703,41820,4.000000000000000,17.899999999999999,86.599999999999994,3275,660600,6404,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,728.549999999999955,43.500000000000000,0.450000000000000,30.8,1.4,2.86246,29.2,2024,17,31,660600,17031660600.000000000000000,6606.000000000000000,Census Tract 6606,G5020,S,658608,0.000000000000000,41.777287299999998,-87.693340599999999,658608.661300000036135,36.499314720000001,7.789607125000000,658608.661300000036135
446,17,031,660700,17031660700,6607,Census Tract 6607,G5020,S,480681.000000000000000,0.000000000000000,+41.7738452,-087.6810955,0.000000000000000,446,7.448898451050000,0,3.000000000000000,3.235020000000000,11.199999999999999,33.200000000000003,17031660700.000000000000000,0,0,0,0,Census Tract 6607,2076,3.810000000000000,27073,39318,8.300000000000001,30.899999999999999,90.500000000000000,3276,660700,2076,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,1717.970000000000027,73.700000000000003,0.050000000000000,46.3,3,3.23502,33.2,2025,17,31,660700,17031660700.000000000000000,6607.000000000000000,Census Tract 6607,G5020,S,480681,0.000000000000000,41.773845199999997,-87.681095499999998,480682.156599999987520,44.552952169999998,9.473977012000001,480682.156599999987520
447,17,031,660800,17031660800,6608,Census Tract 6608,G5020,S,655390.000000000000000,0.000000000000000,+41.7736413,-087.6932656,0.001308472358520,447,6.643774620920000,0,4.900000000000000,2.885350000000000,46.399999999999999,25.800000000000001,17031660800.000000000000000,9,8,1,0,Census Tract 6608,6114,8.750000000000000,38973,52010,12.300000000000001,20.500000000000000,85.200000000000003,3277,660800,6114,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,767.990000000000009,46.060000000000002,0.330000000000000,31.7,4.9,2.88535,25.8,2028,17,31,660800,17031660800.000000000000000,6608.000000000000000,Census Tract 6608,G5020,S,655390,0.000000000000000,41.773641300000001,-87.693265600000004,655389.100499999942258,41.215155680000002,9.121857222999999,655389.100499999942258
448,17,031,660900,17031660900,6609,Census Tract 6609,G5020,S,1811423.000000000000000,161566.000000000000000,+41.7678191,-087.6990630,0.001799370220420,448,7.311046518620000,0,3.900000000000000,3.175150000000000,14.800000000000001,22.399999999999999,17031660900.000000000000000,9,8,1,0,Census Tract 6609,4446,8.279999999999999,40459,55416,6.300000000000000,10.699999999999999,90.400000000000006,3278,660900,4446,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,1496.740000000000009,62.659999999999997,0.430000000000000,32.3,3.9,3.17515,22.4,2029,17,31,660900,17031660900.000000000000000,6609.000000000000000,Census Tract 6609,G5020,S,1811423,161566.000000000000000,41.767819099999997,-87.699062999999995,1972992.522000000113621,41.645546879999998,9.152087263000000,1972992.522000000113621
449,17,031,661000,17031661000,6610,Census Tract 6610,G5020,S,1118966.000000000000000,0.000000000000000,+41.7618177,-087.6850469,0.001389854065320,449,7.626057422790000,0,6.800000000000000,3.311950000000000,22.600000000000001,27.000000000000000,17031661000.000000000000000,9,8,1,0,Census Tract 6610,5756,4.900000000000000,41538,56176,10.400000000000000,20.100000000000001,85.500000000000000,3279,661000,5756,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,2050.949999999999818,69.269999999999996,0.170000000000000,36.8,6.8,3.31195,27.0,2030,17,31,661000,17031661000.000000000000000,6610.000000000000000,Census Tract 6610,G5020,S,1118966,0.000000000000000,41.761817700000002,-87.685046900000003,1118962.300000000046566,51.765887020000001,11.548568899999999,1118962.300000000046566
450,17,031,280900,17031280900,2809,Census Tract 2809,G5020,S,114689.000000000000000,0.000000000000000,+41.8786261,-087.6851324,0.021355617455900,450,6.152704064720000,0,2.100000000000000,2.672090000000000,2.800000000000000,30.899999999999999,17031280900.000000000000000,101,23,77,1,Census Tract 2809,1077,12.630000000000001,0,232638,48.899999999999999,1.200000000000000,93.500000000000000,2894,280900,1077,60612,2240 W MADISON ST UNIT 201 CHICAGO IL 60612,TRUE,469.990000000000009,77.989999999999995,2.230000000000000,30.5,2.1,2.67209,30.9,2035,17,31,280900,17031280900.000000000000000,2809.000000000000000,Census Tract 2809,G5020,S,114689,0.000000000000000,41.878626099999998,-87.685132400000001,114688.988800000006449,362.204988300000025,68.715059760000003,114688.988800000006449
451,17,031,301600,17031301600,3016,Census Tract 3016,G5020,S,329517.000000000000000,0.000000000000000,+41.8407572,-087.7122520,0.001201201201200,451,6.282288103680000,0,11.199999999999999,2.728360000000000,95.599999999999994,33.500000000000000,17031301600.000000000000000,10,6,2,2,Census Tract 3016,4995,13.550000000000001,28527,39072,13.000000000000000,45.600000000000001,79.900000000000006,2949,301600,4995,60623,3624 W 26TH ST  CHICAGO IL 60623,TRUE,535.009999999999991,0.680000000000000,0.040000000000000,36.4,11.2,2.72836,33.5,2036,17,31,301600,17031301600.000000000000000,3016.000000000000000,Census Tract 3016,G5020,S,329517,0.000000000000000,41.840757199999999,-87.712252000000007,329515.994000000006054,169.889243899999997,31.422360720000000,329515.994000000006054
452,17,031,490600,17031490600,4906,Census Tract 4906,G5020,S,683115.000000000000000,0.000000000000000,+41.7179734,-087.6283302,0.000693000693001,452,7.897997836250000,0,2.000000000000000,3.430060000000000,0.000000000000000,13.500000000000000,17031490600.000000000000000,1,1,0,0,Census Tract 4906,1443,0.210000000000000,47474,71007,38.000000000000000,12.400000000000000,95.400000000000006,3146,490600,1443,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,2691.889999999999873,94.939999999999998,0.210000000000000,45.4,2,3.43006,13.5,2037,17,31,490600,17031490600.000000000000000,4906.000000000000000,Census Tract 4906,G5020,S,683115,0.000000000000000,41.717973399999998,-87.628330199999994,683113.905400000046939,89.559947339999994,16.314798329999999,683113.905400000046939
453,17,031,490700,17031490700,4907,Census Tract 4907,G5020,S,639811.000000000000000,0.000000000000000,+41.7107339,-087.6283617,0.000376506024096,453,7.809747385400000,0,3.400000000000000,3.391730000000000,2.200000000000000,27.199999999999999,17031490700.000000000000000,1,1,0,0,Census Tract 4907,2656,0.410000000000000,45000,55819,14.800000000000001,10.699999999999999,94.000000000000000,3147,490700,2656,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,2464.510000000000218,95.260000000000005,0.040000000000000,37.5,3.4,3.39173,27.2,2038,17,31,490700,17031490700.000000000000000,4907.000000000000000,Census Tract 4907,G5020,S,639811,0.000000000000000,41.710733900000001,-87.628361699999999,639810.592100000008941,56.374681320000001,12.382726610000001,639810.592100000008941
454,17,031,490800,17031490800,4908,Census Tract 4908,G5020,S,1081033.000000000000000,0.000000000000000,+41.7106902,-087.6153469,0.000285551113649,454,7.619502336860000,0,3.200000000000000,3.309110000000000,0.300000000000000,10.300000000000001,17031490800.000000000000000,1,1,0,0,Census Tract 4908,3502,0.740000000000000,48081,65813,21.500000000000000,13.800000000000001,89.700000000000003,3159,490800,3502,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,2037.549999999999955,95.549999999999997,0.230000000000000,40.5,3.2,3.30911,10.3,2039,17,31,490800,17031490800.000000000000000,4908.000000000000000,Census Tract 4908,G5020,S,1081033,0.000000000000000,41.710690200000002,-87.615346900000006,1081031.881000000052154,43.363919690000003,11.088176480000000,1081031.881000000052154
455,17,031,491000,17031491000,4910,Census Tract 4910,G5020,S,1277974.000000000000000,0.000000000000000,+41.6997625,-087.6280536,0.000262674021539,455,7.725691001900000,0,2.500000000000000,3.355220000000000,1.800000000000000,40.899999999999999,17031491000.000000000000000,1,1,0,0,Census Tract 4910,3807,1.580000000000000,21940,34581,12.000000000000000,22.800000000000001,86.500000000000000,3162,491000,3807,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,2265.820000000000164,93.069999999999993,0.110000000000000,36.4,2.5,3.35522,40.9,2040,17,31,491000,17031491000.000000000000000,4910.000000000000000,Census Tract 4910,G5020,S,1277974,0.000000000000000,41.699762499999999,-87.628053600000001,1277979.344000000040978,31.357910420000000,8.976373660000000,1277979.344000000040978
456,17,031,491100,17031491100,4911,Census Tract 4911,G5020,S,1321949.000000000000000,0.000000000000000,+41.6997531,-087.6376994,0.000245158126992,456,7.536822210980000,0,4.100000000000000,3.273200000000000,3.700000000000000,13.000000000000000,17031491100.000000000000000,1,1,0,0,Census Tract 4911,4079,1.180000000000000,67891,69007,26.699999999999999,11.800000000000001,87.799999999999997,3148,491100,4079,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,1875.859999999999900,94.750000000000000,0.100000000000000,47.5,4.1,3.2732,13.0,2041,17,31,491100,17031491100.000000000000000,4911.000000000000000,Census Tract 4911,G5020,S,1321949,0.000000000000000,41.699753100000002,-87.637699400000002,1321950.354999999981374,32.838899179999999,8.556266808000000,1321950.354999999981374
457,17,031,530200,17031530200,5302,Census Tract 5302,G5020,S,1297343.000000000000000,0.000000000000000,+41.6815612,-087.6323954,0.000242248062016,457,8.053371751869999,0,5.500000000000000,3.497530000000000,5.600000000000000,27.800000000000001,17031530200.000000000000000,1,1,0,0,Census Tract 5302,4128,0.870000000000000,39801,60311,15.300000000000001,15.100000000000000,83.000000000000000,3169,530200,4128,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,3144.380000000000109,93.310000000000002,0.000000000000000,38,5.5,3.49753,27.8,2042,17,31,530200,17031530200.000000000000000,5302.000000000000000,Census Tract 5302,G5020,S,1297343,0.000000000000000,41.681561199999997,-87.632395399999993,1297345.602999999886379,28.580572329999999,7.967335625000000,1297345.602999999886379
458,17,031,530300,17031530300,5303,Census Tract 5303,G5020,S,1308194.000000000000000,0.000000000000000,+41.6813144,-087.6517524,0.001513622603430,458,7.998814269180000,0,3.700000000000000,3.473840000000000,0.000000000000000,16.800000000000001,17031530300.000000000000000,7,6,0,1,Census Tract 5303,3964,0.350000000000000,52485,59146,20.699999999999999,8.800000000000001,93.299999999999997,3150,530300,3964,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,2977.429999999999836,95.510000000000005,0.050000000000000,38.6,3.7,3.47384,16.8,2043,17,31,530300,17031530300.000000000000000,5303.000000000000000,Census Tract 5303,G5020,S,1308194,0.000000000000000,41.681314399999998,-87.651752400000007,1308195.906999999890104,46.072053689999997,11.614696840000001,1308195.906999999890104
459,17,031,530400,17031530400,5304,Census Tract 5304,G5020,S,1312063.000000000000000,0.000000000000000,+41.6740397,-087.6515267,0.002914035939780,459,7.838282160690000,0,4.200000000000000,3.404120000000000,2.900000000000000,28.699999999999999,17031530400.000000000000000,7,6,0,1,Census Tract 5304,2059,1.210000000000000,65729,74773,10.900000000000000,9.000000000000000,92.400000000000006,3172,530400,2059,60406,12812 WESTERN AVE  BLUE ISLAND IL 60406,TRUE,2535.840000000000146,91.840000000000003,0.190000000000000,38.5,4.2,3.40412,28.7,2044,17,31,530400,17031530400.000000000000000,5304.000000000000000,Census Tract 5304,G5020,S,1312063,0.000000000000000,41.674039700000002,-87.651526700000005,1312063.264999999897555,38.231861389999999,9.222950582999999,1312063.264999999897555
460,17,031,530600,17031530600,5306,Census Tract 5306,G5020,S,966243.000000000000000,67959.000000000000000,+41.6700882,-087.6191458,0.000360490266763,460,8.104822405409999,0,1.600000000000000,3.519880000000000,1.200000000000000,17.699999999999999,17031530600.000000000000000,1,1,0,0,Census Tract 5306,2774,0.540000000000000,37321,61630,20.399999999999999,5.700000000000000,88.099999999999994,3171,530600,2774,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,3310.389999999999873,95.530000000000001,0.000000000000000,35.9,1.6,3.51988,17.7,2045,17,31,530600,17031530600.000000000000000,5306.000000000000000,Census Tract 5306,G5020,S,966243,67959.000000000000000,41.670088200000002,-87.619145799999998,1034198.881999999983236,24.337285619999999,7.095417054000000,1034198.881999999983236
461,17,031,560100,17031560100,5601,Census Tract 5601,G5020,S,693892.000000000000000,48984.000000000000000,+41.8156765,-087.7415910,0.002031144211240,461,7.298407661700000,0,3.300000000000000,3.169660000000000,65.299999999999997,9.000000000000000,17031560100.000000000000000,3,3,0,0,Census Tract 5601,1477,20.379999999999999,34688,65760,12.699999999999999,23.000000000000000,93.200000000000003,3191,560100,1477,60638,5460 S ARCHER AVE  CHICAGO IL 60638,TRUE,1477.940000000000055,15.500000000000000,5.750000000000000,47.5,3.3,3.16966,9.0,2046,17,31,560100,17031560100.000000000000000,5601.000000000000000,Census Tract 5601,G5020,S,693892,48984.000000000000000,41.815676500000002,-87.741591000000000,742877.210500000044703,86.597012370000002,20.660853849999999,742877.210500000044703
462,17,031,670200,17031670200,6702,Census Tract 6702,G5020,S,326542.000000000000000,0.000000000000000,+41.7904247,-087.6620627,0.000000000000000,462,7.232226835340000,0,1.300000000000000,3.140920000000000,0.700000000000000,47.899999999999999,17031670200.000000000000000,0,0,0,0,Census Tract 6702,1325,2.570000000000000,27667,28252,6.100000000000000,19.399999999999999,92.200000000000003,3253,670200,1325,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,1383.299999999999955,74.569999999999993,0.000000000000000,45.8,1.3,3.14092,47.9,2047,17,31,670200,17031670200.000000000000000,6702.000000000000000,Census Tract 6702,G5020,S,326542,0.000000000000000,41.790424700000003,-87.662062700000007,326543.387800000025891,71.697907099999995,10.222724260000000,326543.387800000025891
